,project_id,state,bead_support,estimated_miles_aerial_fiber,estimated_miles_buried_fiber,estimated_jobs,project_type,priority_broadband_project,funded_locations,funded_cai,dominant_technology,avg_download_speed,avg_upload_speed,state_num_providers
2363,CM61-BEAD-IL-BOTB-0256,IL,5626814.5,0.0,151.0,3.0,L,True,792,3,50.0,5000.0,5000.0,20
2364,CM61-BEAD-IL-BOTB-0257,IL,155002.37,0.0,0.0,4.0,L,True,102,0,71.0,641.0,143.0,20
2365,CM61-BEAD-IL-BOTB-0258,IL,553610.47,0.0,2.0,12.0,L,True,216,0,70.0,585.8981481481479,130.47222222222229,20
2366,CM61-BEAD-IL-BOTB-0260,IL,15277157.55,125.0,192.7,15.0,L,True,1758,2,50.0,1988.7372013651875,1986.5415244596134,20
2367,CM61-BEAD-IL-BOTB-0261,IL,633992.62,0.0,24.0,3.0,L,True,165,3,50.0,10000.0,10000.0,20
2368,CM61-BEAD-IL-BOTB-0262,IL,670458.35,0.0,0.0,4.0,L,True,263,0,72.0,634.8288973384033,141.5969581749049,20
2369,CM61-BEAD-IL-BOTB-0263,IL,63464.95,1.4,2.1,0.0,L,True,28,0,50.0,5000.0,5000.0,20
2370,CM61-BEAD-IL-BOTB-0264,IL,638633.49,0.0,2.0,12.0,L,True,1072,0,71.0,622.8320895522386,138.8694029850749,20
2371,CM61-BEAD-IL-BOTB-0265,IL,127775.45,0.0,0.0,4.0,L,True,165,0,71.0,598.3757575757573,133.3090909090909,20
2372,CM61-BEAD-IL-BOTB-0266,IL,9911600.0,0.0,0.0,25.0,L,False,11490,0,61.0,105.7136640557011,20.0,20
2373,CM61-BEAD-IL-BOTB-0267,IL,606891.0,0.0,24.0,3.0,L,True,254,0,50.0,10000.0,10000.0,20
2374,CM61-BEAD-IL-BOTB-0268,IL,7758620.18,0.0,152.4,50.0,L,True,488,4,50.0,1815.573770491803,1815.573770491803,20
2375,CM61-BEAD-IL-BOTB-0269,IL,14251184.96,0.0,0.0,13.0,L,True,2658,189,71.0,411.9638826185108,97.94958615500381,20
2376,CM61-BEAD-IL-BOTB-0270,IL,603742.29,0.0,48.0,3.0,L,True,200,1,50.0,10000.0,10000.0,20
2377,CM61-BEAD-IL-BOTB-0271,IL,403441.58,5.0,1.0,0.0,L,True,26,0,50.0,5000.0,5000.0,20
2378,CM61-BEAD-IL-BOTB-0272,IL,140847.29,4.0,1.0,0.0,L,True,27,0,50.0,5000.0,5000.0,20
2379,CM61-BEAD-IL-BOTB-0273,IL,3003895.21,11.9,35.5,0.0,L,True,198,0,50.0,5000.0,5000.0,20
2380,CM61-BEAD-IL-BOTB-0274,IL,814845.21,3.1,7.3,0.0,L,True,60,0,50.0,5000.0,5000.0,20
2381,CM61-BEAD-IL-BOTB-0275,IL,4559614.22,15.0,9.0,0.0,L,True,1755,8,72.0,550.6022792022785,157.37948717948714,20
2382,CM61-BEAD-IL-BOTB-0276,IL,375000.0,0.0,12.0,4.0,L,True,27,0,50.0,8000.0,8000.0,20
2383,CM61-BEAD-IL-BOTB-0277,IL,175483.56,0.0,29.0,2.0,L,True,29,0,50.0,8000.0,8000.0,20
2384,CM61-BEAD-IL-BOTB-0278,IL,177675.0,0.0,3.0,2.0,L,True,65,61,50.0,8000.0,8000.0,20
2385,CM61-BEAD-IL-BOTB-0279,IL,3815349.84,225.0,7.0,3.0,L,True,1001,2,50.0,2000.0,2000.0,20
2386,CM61-BEAD-IL-BOTB-0280,IL,10134427.1,0.0,325.0,3.0,L,True,908,1,50.0,5000.0,5000.0,20
2387,CM61-BEAD-IL-BOTB-0281,IL,15632384.7,0.0,419.0,3.0,L,True,2497,9,50.0,5000.0,5000.0,20
2388,CM61-BEAD-IL-BOTB-0282,IL,13972055.7,0.0,381.0,3.0,L,True,1922,10,50.0,5000.0,5000.0,20
2389,CM61-BEAD-IL-BOTB-0283,IL,1926327.88,0.0,48.3,7.0,L,True,173,17,50.0,9635.838150289017,9635.838150289017,20
2390,CM61-BEAD-IL-BOTB-0284,IL,12212201.7,0.0,294.12,21.0,L,True,1300,33,50.0,10000.0,10000.0,20
2391,CM61-BEAD-IL-BOTB-0285,IL,1654422.99,0.0,49.8,9.0,L,True,424,2,50.0,9893.867924528307,9893.867924528307,20
2392,CM61-BEAD-IL-BOTB-0286,IL,209221.33,0.0,4.9,0.0,L,True,29,0,50.0,10000.0,10000.0,20
2393,CM61-BEAD-IL-BOTB-0287,IL,1097601.18,24.3,9.4,6.0,L,True,151,2,50.0,10000.0,10000.0,20
2394,CM61-BEAD-IL-BOTB-1002,IL,10473009.4,0.0,410.1,11.5,L,True,1188,0,50.0,2000.0,2000.0,20
2395,CM61-BEAD-IL-BOTB-1003,IL,5512469.98,0.0,126.9,3.5,L,True,1024,3,50.0,2000.0,2000.0,20
2396,CM61-BEAD-IL-BOTB-1004,IL,9532428.16,0.0,245.5,6.9,L,True,1020,2,50.0,2000.0,2000.0,20
2397,CM61-BEAD-IL-BOTB-1005,IL,8335634.8,0.0,319.8,9.0,L,True,1388,3,50.0,2000.0,2000.0,20
2398,CM61-BEAD-IL-BOTB-1006,IL,5231220.73,0.0,185.7,5.2,L,True,853,0,50.0,2000.0,2000.0,20
2399,CM61-BEAD-IL-BOTB-1007,IL,2992566.96,0.0,124.2,3.4,L,True,426,1,50.0,2000.0,2000.0,20
2400,CM61-BEAD-IL-BOTB-1008,IL,9737808.63,0.0,371.9,10.4,L,True,1095,2,50.0,2000.0,2000.0,20
2401,CM61-BEAD-IL-BOTB-1009,IL,819081.45,0.0,20.8,0.6,L,True,170,7,50.0,2000.0,2000.0,20
2402,CM61-BEAD-IL-BOTB-1010,IL,732476.31,0.0,22.4,0.6,L,True,138,0,50.0,2000.0,2000.0,20
2403,CM61-BEAD-IL-BOTB-1011,IL,1523086.55,0.0,52.3,1.5,L,True,325,0,50.0,2000.0,2000.0,20
2404,CM61-BEAD-IL-BOTB-1012,IL,935347.62,0.0,31.8,0.9,L,True,144,1,50.0,2000.0,2000.0,20
2405,CM61-BEAD-IL-BOTB-1013,IL,994476.78,0.0,33.8,0.9,L,True,147,0,50.0,2000.0,2000.0,20
2406,CM61-BEAD-IL-BOTB-1014,IL,6574094.07,0.0,156.8,4.4,L,True,1175,2,50.0,2000.0,2000.0,20
2407,CM61-BEAD-IL-BOTB-1015,IL,4951162.8,0.0,225.5,6.3,L,True,932,19,50.0,2000.0,2000.0,20
2408,CM61-BEAD-IL-BOTB-1016,IL,1163635.72,0.0,20.6,0.6,L,True,270,3,50.0,2000.0,2000.0,20
2409,CM61-BEAD-IL-BOTB-1017,IL,6574018.68,0.0,197.7,5.5,L,True,1004,1,50.0,2000.0,2000.0,20
2410,CM61-BEAD-IL-BOTB-1018,IL,10184459.8,0.0,352.1,9.9,L,True,1589,25,50.0,2000.0,2000.0,20
2411,CM61-BEAD-IL-BOTB-1019,IL,1690817.31,0.0,34.8,1.0,L,True,259,0,50.0,2000.0,2000.0,20
2412,CM61-BEAD-IL-BOTB-1020,IL,3533796.8,0.0,101.8,2.8,L,True,833,2,50.0,2000.0,2000.0,20
2413,CM61-BEAD-IL-BOTB-1021,IL,2195335.77,0.0,73.1,2.1,L,True,419,0,50.0,2000.0,2000.0,20
2414,CM61-BEAD-IL-BOTB-1022,IL,1058191.22,0.0,32.7,0.9,L,True,153,4,50.0,2000.0,2000.0,20
2415,CM61-BEAD-IL-BOTB-1023,IL,975507.11,0.0,34.7,1.0,L,True,184,0,50.0,2000.0,2000.0,20
2416,CM61-BEAD-IL-BOTB-1024,IL,5960476.42,0.0,204.5,5.6,L,True,804,0,50.0,2000.0,2000.0,20
2417,CM61-BEAD-IL-BOTB-1026,IL,38044557.57,468.6,586.1,40.0,L,True,6313,14,50.0,1992.3015998732778,1990.6351972121015,20
2418,CM61-BEAD-IL-BOTB-1027,IL,1672969.03,0.0,63.8,1.8,L,True,251,0,50.0,2000.0,2000.0,20
2419,CM61-BEAD-IL-BOTB-1028,IL,4102840.55,0.0,156.3,4.4,L,True,709,0,50.0,2000.0,2000.0,20
2420,CM61-BEAD-IA-630158,IA,204225.82,0.0,8.0,9.0,L,False,142,0,71.0,100.0,20.0,43
2421,CM61-BEAD-IA-630172,IA,161021.3,0.0,5.0,5.0,L,False,110,0,71.0,100.0,20.0,43
2422,CM61-BEAD-IA-628642,IA,1604935.41,0.0,499.0,6.0,L,True,161,0,50.0,1000.0,1000.0,43
2423,CM61-BEAD-IA-628652,IA,558660.87,0.0,67.0,2.0,L,True,39,0,50.0,1000.0,1000.0,43
2424,CM61-BEAD-IA-628742,IA,1514666.82,0.0,39.0,7.0,L,True,169,0,50.0,1000.0,1000.0,43
2425,CM61-BEAD-IA-628790,IA,422366.99,0.0,303.0,5.0,L,True,126,0,50.0,1000.0,1000.0,43
2426,CM61-BEAD-IA-628816,IA,5257429.31,0.0,286.0,24.0,L,True,629,12,50.0,4923.688394276631,4923.688394276631,43
2427,CM61-BEAD-IA-628856,IA,210063.75,0.0,51.0,1.0,L,True,15,0,50.0,2000.0,2000.0,43
2428,CM61-BEAD-IA-628959,IA,288213.54,0.0,161.0,5.0,L,True,26,0,50.0,1500.0,1500.0,43
2429,CM61-BEAD-IA-629119,IA,24026.99,0.0,194.0,6.0,L,True,4,0,50.0,1000.0,1000.0,43
2430,CM61-BEAD-IA-629149,IA,229941.19,0.0,30.0,1.0,L,True,18,0,50.0,10000.0,10000.0,43
2431,CM61-BEAD-IA-629330,IA,2304353.97,0.0,1227.0,24.0,L,True,599,0,50.0,2000.0,2000.0,43
2432,CM61-BEAD-IA-629357,IA,598837.0,0.0,45.0,3.0,L,True,89,0,50.0,1000.0,1000.0,43
2433,CM61-BEAD-IA-629375,IA,73587.0,0.0,28.0,0.0,L,True,6,0,50.0,1000.0,1000.0,43
2434,CM61-BEAD-IA-629595,IA,305681.82,0.0,0.0,8.0,L,True,207,0,71.0,200.0,50.0,43
2435,CM61-BEAD-IA-629671,IA,604941.9,0.0,0.0,16.0,L,True,408,0,71.0,100.0,20.0,43
2436,CM61-BEAD-IA-629681,IA,689652.76,0.0,67.0,2.0,L,True,41,0,50.0,10000.0,10000.0,43
2437,CM61-BEAD-IA-629727,IA,381669.37,0.0,73.0,3.0,L,True,80,0,50.0,1000.0,1000.0,43
2438,CM61-BEAD-IA-629756,IA,625468.44,0.0,54.0,3.0,L,True,73,0,50.0,1000.0,1000.0,43
2439,CM61-BEAD-IA-629769,IA,1087070.74,0.0,228.0,3.0,L,True,65,0,50.0,1000.0,1000.0,43
2440,CM61-BEAD-IA-629818,IA,73395.0,0.0,34.0,1.0,L,True,21,0,50.0,2000.0,2000.0,43
2441,CM61-BEAD-IA-629819,IA,617010.63,0.0,78.0,6.0,L,True,154,0,50.0,2000.0,2000.0,43
2442,CM61-BEAD-IA-629923,IA,2484339.16,0.0,193.0,8.0,L,True,198,0,50.0,1000.0,1000.0,43
2443,CM61-BEAD-IA-629959,IA,265230.07,0.0,15.0,4.0,L,True,110,0,50.0,5000.0,5000.0,43
2444,CM61-BEAD-IA-629963,IA,4445824.78,0.0,1026.0,18.0,L,True,354,0,50.0,1000.0,1000.0,43
2445,CM61-BEAD-IA-630062,IA,1391712.85,0.0,138.0,5.0,L,True,129,0,50.0,1000.0,1000.0,43
2446,CM61-BEAD-IA-630092,IA,1014660.38,0.0,232.0,5.0,L,True,125,0,50.0,1000.0,1000.0,43
2447,CM61-BEAD-IA-630108,IA,451293.93,0.0,47.0,4.0,L,True,108,0,50.0,5000.0,5000.0,43
2448,CM61-BEAD-IA-630109,IA,246218.0,0.0,14.0,3.0,L,True,72,0,50.0,5000.0,5000.0,43
2449,CM61-BEAD-IA-630112,IA,349646.65,0.0,26.0,1.0,L,True,27,0,50.0,5000.0,5000.0,43
2450,CM61-BEAD-IA-630156,IA,26900.59,0.0,0.0,1.0,L,False,14,0,71.0,100.0,20.0,43
2451,CM61-BEAD-IA-630157,IA,337539.72,0.0,0.0,17.0,L,False,324,0,71.0,100.0,20.0,43
2452,CM61-BEAD-IA-630164,IA,260174.03,0.0,0.0,12.0,L,False,306,0,71.0,100.0,20.0,43
2453,CM61-BEAD-IA-630167,IA,536728.95,0.0,0.0,21.0,L,False,520,0,71.0,100.0,20.0,43
2454,CM61-BEAD-IA-630170,IA,958737.33,0.0,0.0,61.0,L,False,1415,0,71.0,100.0,20.0,43
2455,CM61-BEAD-IA-630173,IA,551200.1969,0.0,0.0,60.0,L,False,1376,0,71.0,100.0,20.0,43
2456,CM61-BEAD-IA-630184,IA,352281.7736,0.0,0.0,40.0,L,False,570,0,71.0,100.0,20.0,43
2457,CM61-BEAD-IA-630185,IA,170613.8,0.0,0.0,14.0,L,False,338,0,71.0,100.0,20.0,43
2458,CM61-BEAD-IA-630192,IA,103256.46,0.0,155.0,1.0,L,True,35,0,50.0,1000.0,1000.0,43
2459,CM61-BEAD-IA-630193,IA,390795.09,0.0,344.0,2.0,L,True,46,0,50.0,1000.0,1000.0,43
2460,CM61-BEAD-IA-630221,IA,4267787.727,0.0,1208.0,44.0,L,True,1095,0,50.0,1000.0,1000.0,43
2461,CM61-BEAD-IA-630241,IA,1305719.2,0.0,260.0,4.0,L,True,97,0,50.0,1000.0,1000.0,43
2462,CM61-BEAD-IA-630242,IA,1078797.31,0.0,257.0,4.0,L,True,104,0,50.0,2000.0,1000.0,43
2463,CM61-BEAD-IA-630244,IA,835545.68,0.0,0.0,16.0,L,True,410,0,71.0,500.0,20.0,43
2464,CM61-BEAD-IA-630249,IA,373350.0,0.0,93.0,1.0,L,True,32,0,50.0,1000.0,1000.0,43
2465,CM61-BEAD-IA-630261,IA,335637.68,0.0,37.0,1.0,L,True,24,0,50.0,1000.0,1000.0,43
2466,CM61-BEAD-IA-630262,IA,210769.62,0.0,11.0,1.0,L,True,17,0,50.0,1000.0,1000.0,43
2467,CM61-BEAD-IA-630310,IA,351924.9801,0.0,242.0,4.0,L,True,102,0,50.0,1000.0,1000.0,43
2468,CM61-BEAD-IA-630380,IA,258650.08,0.0,100.0,1.0,L,True,25,0,50.0,1000.0,1000.0,43
2469,CM61-BEAD-IA-630393,IA,137128.55,0.0,22.0,2.0,L,True,39,0,50.0,10000.0,10000.0,43
2470,CM61-BEAD-IA-630401,IA,96936.55,0.0,96.0,1.0,L,True,21,0,50.0,1000.0,1000.0,43
2471,CM61-BEAD-IA-630402,IA,0.0,0.0,96.0,1.0,L,True,13,0,50.0,1000.0,1000.0,43
2472,CM61-BEAD-IA-630414,IA,424125.0,0.0,85.0,3.0,L,True,86,0,50.0,1000.0,1000.0,43
2473,CM61-BEAD-IA-630418,IA,81143.69,0.0,0.0,3.0,L,False,70,0,71.0,100.0,20.0,43
2474,CM61-BEAD-IA-630425,IA,200071.73,0.0,31.0,1.0,L,True,14,0,50.0,2000.0,1000.0,43
2475,CM61-BEAD-IA-630429,IA,62051.42,0.0,13.0,2.0,L,True,39,0,50.0,2000.0,1000.0,43
2476,CM61-BEAD-IA-630430,IA,1893594.69,0.0,125.0,5.0,L,True,139,1,50.0,1992.8057553956835,1000.0,43
2477,CM61-BEAD-IA-630431,IA,31987.0,0.0,20.0,2.0,L,True,53,0,50.0,2000.0,1000.0,43
2478,CM61-BEAD-IA-630432,IA,145578.12,0.0,38.0,1.0,L,True,15,0,50.0,2000.0,1000.0,43
2479,CM61-BEAD-IA-630433,IA,96178.22,0.0,15.0,1.0,L,True,34,0,50.0,2000.0,1000.0,43
2480,CM61-BEAD-IA-630434,IA,1123675.62,0.0,37.0,10.0,L,True,267,1,50.0,1996.25468164794,1000.0,43
2481,CM61-BEAD-IA-630436,IA,206179.28,0.0,25.0,3.0,L,True,84,0,50.0,2000.0,1000.0,43
2482,CM61-BEAD-IA-630437,IA,1424973.95,0.0,402.0,8.0,L,True,195,3,50.0,1984.6153846153845,1000.0,43
2483,CM61-BEAD-IA-630439,IA,1710303.53,0.0,96.0,8.0,L,True,191,6,50.0,1968.5863874345548,1000.0,43
2484,CM61-BEAD-IA-630440,IA,1591574.53,0.0,86.0,9.0,L,True,180,5,50.0,1972.2222222222222,1000.0,43
2485,CM61-BEAD-IA-630441,IA,1461822.9,0.0,102.0,5.0,L,True,139,2,50.0,1985.6115107913668,1000.0,43
2486,CM61-BEAD-IA-630444,IA,3658301.26,0.0,264.0,20.0,L,True,514,6,50.0,1988.326848249027,1000.0,43
2487,CM61-BEAD-IA-630445,IA,1011697.09,0.0,79.0,8.0,L,True,212,0,50.0,2000.0,1000.0,43
2488,CM61-BEAD-IA-630452,IA,14128977.05,0.0,832.0,59.0,L,True,1493,8,50.0,1994.6416610850636,1000.0,43
2489,CM61-BEAD-IA-630454,IA,6365996.04,0.0,335.0,20.0,L,True,506,2,50.0,1996.0474308300395,1000.0,43
2490,CM61-BEAD-IA-630455,IA,4519632.56,0.0,475.0,25.0,L,True,632,4,50.0,1993.6708860759495,1000.0,43
2491,CM61-BEAD-IA-630456,IA,6162452.66,0.0,248.0,33.0,L,True,843,0,50.0,2000.0,1000.0,43
2492,CM61-BEAD-IA-630466,IA,13525605.96,0.0,1178.0,90.0,L,True,2201,3,50.0,1998.6369831894592,1000.0,43
2493,CM61-BEAD-IA-630467,IA,4674031.44,0.0,504.0,22.0,L,True,412,0,50.0,2000.0,1000.0,43
2494,CM61-BEAD-IA-630468,IA,15224234.71,0.0,717.0,59.0,L,True,1369,2,50.0,1998.5390796201607,1000.0,43
2495,CM61-BEAD-IA-630470,IA,7055221.79,0.0,403.0,22.0,L,True,550,6,50.0,1989.0909090909092,1000.0,43
2496,CM61-BEAD-IA-630471,IA,4064489.41,0.0,327.0,19.0,L,True,475,0,50.0,2000.0,1000.0,43
2497,CM61-BEAD-IA-630472,IA,5812.84,0.0,22.0,1.0,L,True,3,1,50.0,1666.6666666666667,1000.0,43
2498,CM61-BEAD-IA-630477,IA,814545.1,0.0,33.0,4.0,L,True,91,0,50.0,1000.0,1000.0,43
2499,CM61-BEAD-IA-630503,IA,4165300.29,0.0,235.0,10.0,L,True,258,0,50.0,2000.0,2000.0,43
2500,CM61-BEAD-IA-630543,IA,371870.46,0.0,327.0,8.0,L,True,50,0,50.0,1000.0,1000.0,43
2501,CM61-BEAD-IA-630578,IA,985560.0,0.0,55.0,3.0,L,True,76,0,50.0,1000.0,1000.0,43
2502,CM61-BEAD-IA-630584,IA,1149580.3,0.0,42.0,3.0,L,True,81,0,50.0,1000.0,1000.0,43
2503,CM61-BEAD-IA-630586,IA,1608122.16,0.0,73.0,4.0,L,True,103,0,50.0,1000.0,1000.0,43
2504,CM61-BEAD-IA-630587,IA,344239.78,0.0,49.0,6.0,L,True,142,0,50.0,1000.0,1000.0,43
2505,CM61-BEAD-IA-630589,IA,396900.37,0.0,124.0,6.0,L,True,160,0,50.0,1000.0,1000.0,43
2506,CM61-BEAD-IA-630593,IA,778981.06,0.0,114.0,4.0,L,True,98,0,50.0,2500.0,2500.0,43
2507,CM61-BEAD-IA-630623,IA,486606.2047,0.0,16.0,18.0,L,True,463,0,50.0,1000.0,1000.0,43
2508,CM61-BEAD-IA-630625,IA,1951379.42,0.0,96.0,5.0,L,True,127,0,50.0,2000.0,2000.0,43
2509,CM61-BEAD-IA-630698,IA,378647.78,0.0,45.0,20.0,L,True,269,0,50.0,1000.0,1000.0,43
2510,CM61-BEAD-IA-630715,IA,1508427.52,0.0,293.0,5.0,L,True,117,0,50.0,1000.0,1000.0,43
2511,CM61-BEAD-IA-630729,IA,35236.03,0.0,0.0,9.0,L,False,37,0,71.0,100.0,20.0,43
2512,CM61-BEAD-IA-630730,IA,57097.51,0.0,0.0,2.0,L,False,42,0,70.0,420.0714285714286,92.90476190476188,43
2513,CM61-BEAD-IA-628632,IA,429750.17,0.0,191.0,5.0,L,True,43,0,50.0,1000.0,1000.0,43
2514,CM61-BEAD-IA-630001,IA,554698.08,0.0,52.0,1.0,L,True,37,0,50.0,1000.0,1000.0,43
2515,CM61-BEAD-IA-630034,IA,367730.44,0.0,0.0,18.0,L,False,406,0,71.0,2000.0,2000.0,43
2516,CM61-BEAD-IA-630163,IA,792642.02,0.0,0.0,36.0,L,False,809,0,71.0,100.0,20.0,43
2517,CM61-BEAD-IA-630166,IA,1100614.39,0.0,0.0,48.0,L,False,1223,0,71.0,100.0,20.0,43
2518,CM61-BEAD-IA-630169,IA,651075.81,0.0,0.0,35.0,L,False,957,0,71.0,100.0,20.0,43
2519,CM61-BEAD-IA-630178,IA,1205001.0,0.0,0.0,42.0,L,False,1260,0,71.0,100.0,20.0,43
2520,CM61-BEAD-IA-630179,IA,607196.8,0.0,0.0,27.0,L,False,560,0,71.0,100.0,20.0,43
2521,CM61-BEAD-IA-630180,IA,204445.3239,0.0,0.0,9.0,L,False,228,0,71.0,100.0,20.0,43
2522,CM61-BEAD-IA-630182,IA,782823.2,0.0,0.0,50.0,L,False,1200,0,71.0,100.0,20.0,43
2523,CM61-BEAD-IA-630187,IA,1104119.6,0.0,0.0,78.0,L,False,1978,0,71.0,100.0,20.0,43
2524,CM61-BEAD-IA-630199,IA,2428676.556,0.0,0.0,63.0,L,False,1565,0,61.0,450.0,50.0,43
2525,CM61-BEAD-IA-630469,IA,10055605.23,0.0,405.0,22.0,L,True,564,3,50.0,1994.6808510638298,1000.0,43
2526,CM61-BEAD-IA-630630,IA,10913081.4,0.0,737.0,24.0,L,True,621,0,50.0,1000.0,1000.0,43
2527,CM61-BEAD-IA-630634,IA,655244.23,0.0,269.0,10.0,L,True,102,0,50.0,1500.0,1500.0,43
2528,CM61-BEAD-IA-630462,IA,3140889.577,0.0,0.0,81.0,L,False,2023,0,61.0,450.0,50.0,43
2529,CM61-BEAD-OK-270-3781,OK,125986.887,0.0,0.0,9.0,L,True,181,176,71.0,1000.0,1000.0,18
2530,CM61-BEAD-OK-1-3794,OK,157500.0,0.0,17.0,5.0,L,True,7,1,50.0,1000.0,1000.0,18
2531,CM61-BEAD-OK-28-3182,OK,356253.7,156.0,3.0,55.0,L,True,39,0,50.0,2000.0,2000.0,18
2532,CM61-BEAD-OK-29-2947,OK,31624.96,0.0,0.0,1.0,L,True,128,0,71.0,1000.0,500.0,18
2533,CM61-BEAD-OK-270-3783,OK,2800.0,0.0,0.0,9.0,L,True,4,4,71.0,1000.0,1000.0,18
2534,CM61-BEAD-OK-36-3790,OK,5136807.39,0.0,0.0,5.0,L,True,704,0,71.0,800.0,300.0,18
2535,CM61-BEAD-OK-29-2952,OK,449967.5,0.0,0.0,1.0,L,True,172,14,71.0,4819.767441860464,4531.976744186047,18
2536,CM61-BEAD-OK-270-3782,OK,611316.0,5.0,1.0,9.0,L,True,73,3,50.0,1000.0,1000.0,18
2537,CM61-BEAD-OK-279-3148,OK,6000.0,0.0,0.0,0.0,L,True,2,0,61.0,450.0,55.0,18
2538,CM61-BEAD-OK-270-3775,OK,30800.0,0.0,0.0,9.0,L,True,44,32,71.0,1000.0,1000.0,18
2539,CM61-BEAD-OK-239-3796,OK,32616262.136,0.0,15.0,0.0,L,True,1620,102,50.0,1000.0,1000.0,18
2540,CM61-BEAD-OK-274-2748,OK,189479.59279013175,0.0,0.0,0.0,L,True,395,0,61.0,400.0,50.0,18
2541,CM61-BEAD-OK-157-3073,OK,2588183.006,0.0,0.0,5.0,L,True,315,44,71.0,741.9047619047619,741.9047619047619,18
2542,CM61-BEAD-OK-15-2991,OK,3177500.0,0.0,45.0,1.0,L,True,155,3,50.0,1000.0,1000.0,18
2543,CM61-BEAD-OK-274-3014,OK,11000.0,0.0,0.0,0.0,L,True,29,0,61.0,400.0,50.0,18
2544,CM61-BEAD-OK-239-3777,OK,2382571.0,0.0,8.0,0.0,L,True,786,0,71.0,100.0,100.0,18
2545,CM61-BEAD-OK-270-3780,OK,4194.0,0.0,0.0,9.0,L,True,6,6,71.0,1000.0,1000.0,18
2546,CM61-BEAD-OK-36-3774,OK,4407060.59,0.0,0.0,5.0,L,True,717,0,71.0,800.0,300.0,18
2547,CM61-BEAD-OK-36-3795,OK,1245512.23,0.0,0.0,5.0,L,True,122,0,71.0,800.0,300.0,18
2548,CM61-BEAD-OK-9-2920,OK,1646605.0,52.0,0.0,2.0,L,True,148,0,50.0,2000.0,2000.0,18
2549,CM61-BEAD-OK-270-3749,OK,395598.644,0.0,0.0,0.0,L,True,283,62,71.0,1000.0,1000.0,18
2550,CM61-BEAD-OK-44-3803,OK,30718506.541,681.0,76.0,15.0,L,True,1613,439,50.0,1000.0,1000.0,18
2551,CM61-BEAD-OK-1-3185,OK,312063.81,0.0,2.0,5.0,L,True,130,39,71.0,1000.0,1000.0,18
2552,CM61-BEAD-OK-15-2989,OK,9591419.889,0.0,400.0,6.0,L,True,757,12,50.0,1000.0,1000.0,18
2553,CM61-BEAD-OK-54-3798,OK,192203909.02,0.0,94.0,210.0,L,True,9387,597,50.0,2000.0,2000.0,18
2554,CM61-BEAD-OK-49-2521,OK,906.0,0.0,0.0,0.0,L,True,1,0,72.0,400.0,100.0,18
2555,CM61-BEAD-OK-32-3751,OK,8672790.45,0.0,0.0,0.0,L,True,753,15,50.0,2400.0,2400.0,18
2556,CM61-BEAD-OK-245-3797,OK,12527640.0,0.0,0.0,0.0,L,True,712,6,50.0,2000.0,2000.0,18
2557,CM61-BEAD-OK-270-3789,OK,258746.31,0.0,0.0,9.0,L,True,368,14,71.0,1000.0,1000.0,18
2558,CM61-BEAD-OK-33-3808,OK,17199657.925,0.0,26.0,6.0,L,True,850,49,50.0,8000.0,8000.0,18
2559,CM61-BEAD-OK-15-2988,OK,2769430.385,0.0,50.0,2.0,L,True,381,37,50.0,1000.0,1000.0,18
2560,CM61-BEAD-OK-274-3007,OK,320713.7084527543,0.0,0.0,0.0,L,True,1504,0,61.0,400.0,50.0,18
2561,CM61-BEAD-OK-127-3801,OK,462526.01,0.0,16.0,3.0,L,True,51,2,50.0,1000.0,1000.0,18
2562,CM61-BEAD-OK-301-2687,OK,4179.398,0.0,0.0,3.0,L,True,3,3,50.0,1000.0,1000.0,18
2563,CM61-BEAD-OK-1-3809,OK,4592318.499,0.0,0.0,5.0,L,True,402,16,50.0,9686.567164179098,9686.567164179098,18
2564,CM61-BEAD-OK-274-3003,OK,391280.0982727992,0.0,0.0,0.0,L,True,986,0,61.0,400.0,50.0,18
2565,CM61-BEAD-OK-245-3776,OK,1883.993,0.0,0.0,2.0,L,True,1,0,71.0,1000.0,500.0,18
2566,CM61-BEAD-OK-274-3013,OK,1192364.981873615,0.0,0.0,0.0,L,True,1575,0,61.0,400.0,50.0,18
2567,CM61-BEAD-OK-13-3791,OK,3089652.289,0.0,49.0,25.0,L,True,742,30,50.0,1000.0,1000.0,18
2568,CM61-BEAD-OK-270-3813,OK,46535.543,0.0,0.0,9.0,L,True,87,21,71.0,1000.0,1000.0,18
2569,CM61-BEAD-OK-270-3785,OK,47608.414,0.0,0.0,9.0,L,True,69,68,71.0,1000.0,1000.0,18
2570,CM61-BEAD-OK-36-3753,OK,1696158.24,0.0,0.0,0.0,L,True,84,29,71.0,3976.190476190476,3648.809523809523,18
2571,CM61-BEAD-OK-274-3011,OK,90046.783,0.0,0.0,0.0,L,True,1018,0,61.0,400.0,50.0,18
2572,CM61-BEAD-OK-245-3788,OK,2662702.609,0.0,0.0,0.0,L,True,136,6,50.0,2000.0,2000.0,18
2573,CM61-BEAD-OK-36-3812,OK,1839858.35,0.0,0.0,5.0,L,True,233,0,71.0,800.0,300.0,18
2574,CM61-BEAD-OK-274-3747,OK,104828.1,0.0,0.0,0.0,L,True,312,0,61.0,400.0,50.0,18
2575,CM61-BEAD-OK-28-3184,OK,565194.62,80.0,2.0,55.0,L,True,137,0,50.0,2000.0,2000.0,18
2576,CM61-BEAD-OK-1-3778,OK,199212.302,0.0,0.0,5.0,L,True,32,9,71.0,1000.0,1000.0,18
